timestamp,step,mid_price,best_bid,best_ask,spread_bps,inventory,pnl,orders
2026-01-06T13:41:37.602992,1,93409.905,93409.9,93409.91,0.0010705502815052885,0.0,0.0,"[{'side': 'BUY', 'price': 93767.48, 'quantity': 0.001}, {'side': 'SELL', 'price': 93876.95, 'quantity': 0.001}]"
2026-01-06T13:41:49.277081,2,93400.35500000001,93400.35,93400.36,0.0010706597415782101,0.001,93.40035499999976,"[{'side': 'BUY', 'price': 93768.62, 'quantity': 0.001}, {'side': 'SELL', 'price': 93867.36, 'quantity': 0.001}]"
2026-01-06T13:42:02.853893,3,93400.35500000001,93400.35,93400.36,0.0010706597415782101,0.002,186.80070999999953,"[{'side': 'BUY', 'price': 93650.61, 'quantity': 0.001}, {'side': 'SELL', 'price': 93867.36, 'quantity': 0.001}]"
2026-01-06T13:42:14.731540,4,93400.35500000001,93400.35,93400.36,0.0010706597415782101,0.003,280.2010649999993,"[{'side': 'BUY', 'price': 93440.57, 'quantity': 0.001}, {'side': 'SELL', 'price': 93867.36, 'quantity': 0.001}]"
2026-01-06T13:42:26.485647,5,93392.005,93392.0,93392.01,0.0010707554672117073,0.004,373.5680200000006,"[{'side': 'BUY', 'price': 93197.97, 'quantity': 0.001}, {'side': 'SELL', 'price': 93858.96, 'quantity': 0.001}]"
2026-01-06T13:42:37.980434,6,93392.005,93392.0,93392.01,0.0010707554672117073,0.004,373.5680200000006,"[{'side': 'BUY', 'price': 93084.58, 'quantity': 0.001}, {'side': 'SELL', 'price': 93858.96, 'quantity': 0.001}]"
2026-01-06T13:42:49.675816,7,93366.295,93366.29,93366.3,0.0010710503195305358,0.004,373.46517999999924,"[{'side': 'BUY', 'price': 93059.03, 'quantity': 0.001}, {'side': 'SELL', 'price': 93833.13, 'quantity': 0.001}]"
2026-01-06T13:43:01.336127,8,93366.295,93366.29,93366.3,0.0010710503195305358,0.004,373.46517999999924,"[{'side': 'BUY', 'price': 93059.04, 'quantity': 0.001}, {'side': 'SELL', 'price': 93833.13, 'quantity': 0.001}]"
2026-01-06T13:43:12.861260,9,93366.295,93366.29,93366.3,0.0010710503195305358,0.004,373.46517999999924,"[{'side': 'BUY', 'price': 93059.04, 'quantity': 0.001}, {'side': 'SELL', 'price': 93833.13, 'quantity': 0.001}]"
2026-01-06T13:43:25.090123,10,93372.85500000001,93372.85,93372.86,0.001070975070298676,0.004,373.4914200000003,"[{'side': 'BUY', 'price': 93065.55, 'quantity': 0.001}, {'side': 'SELL', 'price': 93839.72, 'quantity': 0.001}]"
2026-01-06T13:43:37.202207,11,93387.995,93387.99,93388.0,0.0010708014445284227,0.004,373.5519800000002,"[{'side': 'BUY', 'price': 93080.57, 'quantity': 0.001}, {'side': 'SELL', 'price': 93854.93, 'quantity': 0.001}]"
2026-01-06T13:43:50.401007,12,93387.995,93387.99,93388.0,0.0010708014445284227,0.004,373.5519800000002,"[{'side': 'BUY', 'price': 93080.55, 'quantity': 0.001}, {'side': 'SELL', 'price': 93854.93, 'quantity': 0.001}]"
2026-01-06T13:44:07.548271,13,93387.995,93387.99,93388.0,0.0010708014445284227,0.004,373.5519800000002,"[{'side': 'BUY', 'price': 93080.54, 'quantity': 0.001}]"
2026-01-06T13:44:19.727272,14,93387.995,93387.99,93388.0,0.0010708014445284227,0.004,373.5519800000002,"[{'side': 'BUY', 'price': 93080.53, 'quantity': 0.001}, {'side': 'SELL', 'price': 93854.93, 'quantity': 0.001}]"
2026-01-06T13:44:31.152894,15,93371.60500000001,93371.6,93371.61,0.001070989407835638,0.004,373.48641999999927,"[{'side': 'BUY', 'price': 93064.23, 'quantity': 0.001}, {'side': 'SELL', 'price': 93838.46, 'quantity': 0.001}]"
2026-01-06T13:44:42.779180,16,93370.515,93370.51,93370.52,0.001071001912039708,0.004,373.4820600000003,"[{'side': 'BUY', 'price': 93063.16, 'quantity': 0.001}, {'side': 'SELL', 'price': 93837.37, 'quantity': 0.001}]"
2026-01-06T13:44:55.853353,17,93370.515,93370.51,93370.52,0.001071001912039708,0.004,373.4820600000003,"[{'side': 'BUY', 'price': 93063.15, 'quantity': 0.001}, {'side': 'SELL', 'price': 93837.37, 'quantity': 0.001}]"
2026-01-06T13:45:07.732308,18,93370.015,93370.01,93370.02,0.0010710076472958932,0.004,373.48005999999987,"[{'side': 'BUY', 'price': 93062.64, 'quantity': 0.001}, {'side': 'SELL', 'price': 93836.86, 'quantity': 0.001}]"
2026-01-06T13:45:20.145514,19,93380.005,93380.0,93380.01,0.0010708930669645295,0.004,373.52001999999993,"[{'side': 'BUY', 'price': 93072.56, 'quantity': 0.001}, {'side': 'SELL', 'price': 93846.9, 'quantity': 0.001}]"
2026-01-06T13:45:32.406796,20,93380.985,93380.98,93380.99,0.001070881829883592,0.004,373.52393999999913,"[{'side': 'BUY', 'price': 93073.52, 'quantity': 0.001}, {'side': 'SELL', 'price': 93847.89, 'quantity': 0.001}]"
2026-01-06T13:45:43.977652,21,93380.985,93380.98,93380.99,0.001070881829883592,0.004,373.52393999999913,"[{'side': 'BUY', 'price': 93073.51, 'quantity': 0.001}, {'side': 'SELL', 'price': 93847.89, 'quantity': 0.001}]"
2026-01-06T13:45:56.163980,22,93380.985,93380.98,93380.99,0.001070881829883592,0.004,373.52393999999913,"[{'side': 'BUY', 'price': 93073.5, 'quantity': 0.001}, {'side': 'SELL', 'price': 93847.89, 'quantity': 0.001}]"
2026-01-06T13:46:08.758315,23,93370.005,93370.0,93370.01,0.001071007760443122,0.004,373.4800200000009,"[{'side': 'BUY', 'price': 93062.58, 'quantity': 0.001}, {'side': 'SELL', 'price': 93836.85, 'quantity': 0.001}]"
2026-01-06T13:46:21.046302,24,93348.38500000001,93348.38,93348.39,0.0010712558117380723,0.004,373.39354000000094,"[{'side': 'BUY', 'price': 93041.1, 'quantity': 0.001}, {'side': 'SELL', 'price': 93815.13, 'quantity': 0.001}]"
2026-01-06T13:46:32.924260,25,93348.38500000001,93348.38,93348.39,0.0010712558117380723,0.004,373.39354000000094,"[{'side': 'BUY', 'price': 93041.12, 'quantity': 0.001}, {'side': 'SELL', 'price': 93815.13, 'quantity': 0.001}]"
2026-01-06T13:46:44.900811,26,93348.38500000001,93348.38,93348.39,0.0010712558117380723,0.004,373.39354000000094,"[{'side': 'BUY', 'price': 93041.11, 'quantity': 0.001}, {'side': 'SELL', 'price': 93815.13, 'quantity': 0.001}]"
2026-01-06T13:46:57.193894,27,93369.345,93369.34,93369.35,0.0010710153326354839,0.004,373.47738000000027,"[{'side': 'BUY', 'price': 93061.93, 'quantity': 0.001}, {'side': 'SELL', 'price': 93836.19, 'quantity': 0.001}]"
2026-01-06T13:47:09.379333,28,93369.345,93369.34,93369.35,0.0010710153326354839,0.004,373.47738000000027,"[{'side': 'BUY', 'price': 93061.9, 'quantity': 0.001}, {'side': 'SELL', 'price': 93836.19, 'quantity': 0.001}]"
2026-01-06T13:47:21.052015,29,93380.465,93380.46,93380.47,0.0010708877916554935,0.004,373.52186000000074,"[{'side': 'BUY', 'price': 93072.94, 'quantity': 0.001}, {'side': 'SELL', 'price': 93847.37, 'quantity': 0.001}]"
2026-01-06T13:47:32.624896,30,93393.595,93393.59,93393.6,0.0010707372394555778,0.004,373.57438,"[{'side': 'BUY', 'price': 93085.96, 'quantity': 0.001}, {'side': 'SELL', 'price': 93860.56, 'quantity': 0.001}]"
2026-01-06T13:47:44.706774,31,93393.595,93393.59,93393.6,0.0010707372394555778,0.004,373.57438,"[{'side': 'BUY', 'price': 93085.94, 'quantity': 0.001}, {'side': 'SELL', 'price': 93860.56, 'quantity': 0.001}]"
2026-01-06T13:47:56.628088,32,93393.595,93393.59,93393.6,0.0010707372394555778,0.004,373.57438,"[{'side': 'BUY', 'price': 93085.93, 'quantity': 0.001}, {'side': 'SELL', 'price': 93860.56, 'quantity': 0.001}]"
2026-01-06T13:48:08.804944,33,93369.38500000001,93369.38,93369.39,0.001071014872247612,0.004,373.47753999999986,"[{'side': 'BUY', 'price': 93061.87, 'quantity': 0.001}, {'side': 'SELL', 'price': 93836.23, 'quantity': 0.001}]"
2026-01-06T13:48:20.887719,34,93369.38500000001,93369.38,93369.39,0.001071014872247612,0.004,373.47753999999986,"[{'side': 'BUY', 'price': 93061.89, 'quantity': 0.001}, {'side': 'SELL', 'price': 93836.23, 'quantity': 0.001}]"
2026-01-06T13:48:32.395959,35,93387.935,93387.93,93387.94,0.0010708021340565272,0.004,373.5517400000008,"[{'side': 'BUY', 'price': 93080.31, 'quantity': 0.001}, {'side': 'SELL', 'price': 93854.87, 'quantity': 0.001}]"
2026-01-06T13:48:45.707863,36,93391.995,93391.99,93392.0,0.0010707555818634468,0.004,373.5679799999998,"[{'side': 'BUY', 'price': 93084.32, 'quantity': 0.001}, {'side': 'SELL', 'price': 93858.95, 'quantity': 0.001}]"
2026-01-06T13:48:57.827924,37,93391.995,93391.99,93392.0,0.0010707555818634468,0.004,373.5679799999998,"[{'side': 'BUY', 'price': 93084.3, 'quantity': 0.001}, {'side': 'SELL', 'price': 93858.95, 'quantity': 0.001}]"
2026-01-06T13:49:09.836021,38,93391.995,93391.99,93392.0,0.0010707555818634468,0.004,373.5679799999998,"[{'side': 'BUY', 'price': 93084.29, 'quantity': 0.001}, {'side': 'SELL', 'price': 93858.95, 'quantity': 0.001}]"
2026-01-06T13:49:22.329207,39,93391.995,93391.99,93392.0,0.0010707555818634468,0.004,373.5679799999998,"[{'side': 'BUY', 'price': 93084.29, 'quantity': 0.001}, {'side': 'SELL', 'price': 93858.95, 'quantity': 0.001}]"
2026-01-06T13:49:34.224882,40,93356.63500000001,93356.63,93356.64,0.0010711611440109544,0.004,373.4265400000004,"[{'side': 'BUY', 'price': 93049.14, 'quantity': 0.001}, {'side': 'SELL', 'price': 93823.42, 'quantity': 0.001}]"
2026-01-06T13:49:46.487239,41,93356.63500000001,93356.63,93356.64,0.0010711611440109544,0.004,373.4265400000004,"[{'side': 'BUY', 'price': 93049.17, 'quantity': 0.001}, {'side': 'SELL', 'price': 93823.42, 'quantity': 0.001}]"
2026-01-06T13:49:59.028414,42,93356.63500000001,93356.63,93356.64,0.0010711611440109544,0.004,373.4265400000004,"[{'side': 'BUY', 'price': 93049.16, 'quantity': 0.001}, {'side': 'SELL', 'price': 93823.42, 'quantity': 0.001}]"
2026-01-06T13:50:10.763912,43,93370.555,93370.55,93370.56,0.0010710014516633547,0.004,373.48221999999987,"[{'side': 'BUY', 'price': 93062.99, 'quantity': 0.001}, {'side': 'SELL', 'price': 93837.41, 'quantity': 0.001}]"
2026-01-06T13:50:22.168800,44,93370.555,93370.55,93370.56,0.0010710014516633547,0.004,373.48221999999987,"[{'side': 'BUY', 'price': 93062.96, 'quantity': 0.001}, {'side': 'SELL', 'price': 93837.41, 'quantity': 0.001}]"
