timestamp,step,mid_price,best_bid,best_ask,spread_bps,inventory,pnl,orders
2026-01-09T16:19:25.347959,1,90514.58499999999,90514.58,90514.59,0.001104794326213981,0.0,0.0,"[{'side': 'BUY', 'price': 90613.2, 'quantity': 0.001}, {'side': 'SELL', 'price': 90650.36, 'quantity': 0.001}]"
2026-01-09T16:19:31.699709,2,90514.58499999999,90514.58,90514.59,0.001104794326213981,0.001,90.5145850000008,"[{'side': 'BUY', 'price': 90615.6, 'quantity': 0.001}, {'side': 'SELL', 'price': 90650.36, 'quantity': 0.001}]"
2026-01-09T16:19:38.406224,3,90514.58499999999,90514.58,90514.59,0.001104794326213981,0.002,181.0291699999998,"[{'side': 'BUY', 'price': 90579.05, 'quantity': 0.001}, {'side': 'SELL', 'price': 90650.36, 'quantity': 0.001}]"
2026-01-09T16:19:45.129332,4,90514.58499999999,90514.58,90514.59,0.001104794326213981,0.003,271.5437550000006,"[{'side': 'BUY', 'price': 90520.84, 'quantity': 0.001}, {'side': 'SELL', 'price': 90650.36, 'quantity': 0.001}]"
2026-01-09T16:19:51.745415,5,90514.58499999999,90514.58,90514.59,0.001104794326213981,0.004,362.0583399999996,"[{'side': 'BUY', 'price': 90455.8, 'quantity': 0.001}, {'side': 'SELL', 'price': 90650.36, 'quantity': 0.001}]"
2026-01-09T16:19:58.831915,6,90516.695,90516.69,90516.7,0.0011047685727766916,0.004,362.0667799999992,"[{'side': 'BUY', 'price': 90428.8, 'quantity': 0.001}, {'side': 'SELL', 'price': 90652.47, 'quantity': 0.001}]"
2026-01-09T16:20:05.571806,7,90516.695,90516.69,90516.7,0.0011047685727766916,0.004,362.0667799999992,"[{'side': 'BUY', 'price': 90428.8, 'quantity': 0.001}, {'side': 'SELL', 'price': 90652.47, 'quantity': 0.001}]"
2026-01-09T16:20:12.286737,8,90516.695,90516.69,90516.7,0.0011047685727766916,0.004,362.0667799999992,"[{'side': 'BUY', 'price': 90428.8, 'quantity': 0.001}, {'side': 'SELL', 'price': 90652.47, 'quantity': 0.001}]"
2026-01-09T16:20:18.791467,9,90516.695,90516.69,90516.7,0.0011047685727766916,0.004,362.0667799999992,"[{'side': 'BUY', 'price': 90428.8, 'quantity': 0.001}, {'side': 'SELL', 'price': 90652.47, 'quantity': 0.001}]"
2026-01-09T16:20:26.501500,10,90516.695,90516.69,90516.7,0.0011047685727766916,0.004,362.0667799999992,"[{'side': 'BUY', 'price': 90428.8, 'quantity': 0.001}, {'side': 'SELL', 'price': 90652.47, 'quantity': 0.001}]"
2026-01-09T16:20:33.169826,11,90529.36499999999,90529.36,90529.37,0.0011046139553460154,0.004,362.1174599999995,"[{'side': 'BUY', 'price': 90441.44, 'quantity': 0.001}, {'side': 'SELL', 'price': 90665.16, 'quantity': 0.001}]"
2026-01-09T16:20:39.732069,12,90529.36499999999,90529.36,90529.37,0.0011046139553460154,0.004,362.1174599999995,"[{'side': 'BUY', 'price': 90441.43, 'quantity': 0.001}, {'side': 'SELL', 'price': 90665.16, 'quantity': 0.001}]"
2026-01-09T16:20:45.882790,13,90529.36499999999,90529.36,90529.37,0.0011046139553460154,0.004,362.1174599999995,"[{'side': 'BUY', 'price': 90441.43, 'quantity': 0.001}, {'side': 'SELL', 'price': 90665.16, 'quantity': 0.001}]"
